pilot_n,pilot_source,scale,true_omega2,power,mode,k_axes,center_shrinkage,pilot_target_omega2
10,real,0.241156676346377,0.002915573497495,0.25,dilution,19,0.7233368684474855,0.0649240917268287
10,real,0.256888262312841,0.0043598785783216,0.3333333333333333,dilution,19,0.7233368684474855,0.0649240917268287
10,real,0.3122536888924897,0.0068740659492505,0.5,dilution,19,0.7233368684474855,0.0649240917268287
10,real,0.3279852748589537,0.0068676069202996,0.5833333333333334,dilution,19,0.7233368684474855,0.0649240917268287
10,real,0.4031676217451946,0.0124647760126808,0.75,dilution,19,0.7233368684474855,0.0649240917268287
10,real,0.4175272670750485,0.0118820118566865,0.9166666666666666,dilution,19,0.7233368684474855,0.0649240917268287
10,real,0.4253930600582805,0.012981469112318,0.8333333333333334,dilution,19,0.7233368684474855,0.0649240917268287
10,real,0.4332588530415125,0.0133666614725468,0.8333333333333334,dilution,19,0.7233368684474855,0.0649240917268287
10,real,0.4660939656110509,0.0145953311751172,0.8333333333333334,dilution,19,0.7233368684474855,0.0649240917268287
10,real,0.7728598919570997,0.041785012809686,1.0,dilution,19,0.7233368684474855,0.0649240917268287
17,real,0.0,8.587120963100207e-05,0.0833333333333333,dilution,32,0.6931983229635837,0.0297672380261515
17,real,0.0161162564767471,0.0,0.0833333333333333,dilution,32,0.6931983229635837,0.0297672380261515
17,real,0.0267777799921337,0.0,0.0,dilution,32,0.6931983229635837,0.0297672380261515
17,real,0.1017390344762858,0.0002793841807621,0.0,dilution,32,0.6931983229635837,0.0297672380261515
17,real,0.2842246462745305,0.0026343294945163,0.1666666666666666,dilution,32,0.6931983229635837,0.0297672380261515
17,real,0.4129894031502847,0.0047769327470929,0.3333333333333333,dilution,32,0.6931983229635837,0.0297672380261515
17,real,0.4343124501810578,0.0058213377018643,0.75,dilution,32,0.6931983229635837,0.0297672380261515
17,real,0.4556354972118309,0.0083263793493659,0.3333333333333333,dilution,32,0.6931983229635837,0.0297672380261515
17,real,0.54398564169205,0.0089873562292893,0.6666666666666666,dilution,32,0.6931983229635837,0.0297672380261515
17,real,0.551093324035641,0.0090332706619869,0.5833333333333334,dilution,32,0.6931983229635837,0.0297672380261515
17,real,0.5582010063792321,0.0094088546278389,0.5833333333333334,dilution,32,0.6931983229635837,0.0297672380261515
17,real,0.5677881127961688,0.0087140111503454,0.75,dilution,32,0.6931983229635837,0.0297672380261515
17,real,0.5891111598269421,0.0096558169010384,0.5833333333333334,dilution,32,0.6931983229635837,0.0297672380261515
17,real,0.6372946343189604,0.0116241663006518,0.6666666666666666,dilution,32,0.6931983229635837,0.0297672380261515
17,real,0.7123385362722241,0.0176433069674818,1.0,dilution,32,0.6931983229635837,0.0297672380261515
17,real,1.0475566709885649,0.0307805774695791,1.0,enhancement,32,0.6931983229635837,0.0297672380261515
30,simulated,0.0,0.0,0.0,dilution,56,0.8486812729573394,0.0464543974132736
30,simulated,0.1483147447137913,0.0011042799468142,0.0833333333333333,dilution,56,0.8486812729573394,0.0464543974132736
30,simulated,0.1611015794253495,0.0010008994719326,0.0833333333333333,dilution,56,0.8486812729573394,0.0464543974132736
30,simulated,0.2866405419229343,0.0031585630756987,0.3333333333333333,dilution,56,0.8486812729573394,0.0464543974132736
30,simulated,0.331642270287643,0.0056095254286128,0.1666666666666666,dilution,56,0.8486812729573394,0.0464543974132736
30,simulated,0.3575133079598654,0.0063330163474176,0.25,dilution,56,0.8486812729573394,0.0464543974132736
30,simulated,0.3639067253156445,0.0084589996282585,0.25,dilution,56,0.8486812729573394,0.0464543974132736
30,simulated,0.3703001426714236,0.0064288362494349,0.3333333333333333,dilution,56,0.8486812729573394,0.0464543974132736
30,simulated,0.3746615436583116,0.0074328871865119,0.25,dilution,56,0.8486812729573394,0.0464543974132736
30,simulated,0.3789238218954977,0.006474779802634,0.25,dilution,56,0.8486812729573394,0.0464543974132736
30,simulated,0.3831861001326838,0.0070252871871314,0.3333333333333333,dilution,56,0.8486812729573394,0.0464543974132736
30,simulated,0.5166796632938542,0.014092837039395,0.5,dilution,56,0.8486812729573394,0.0464543974132736
30,simulated,0.5230730806496333,0.0113834780735561,0.5833333333333334,dilution,56,0.8486812729573394,0.0464543974132736
30,simulated,0.5294664980054125,0.0136046002991932,0.75,dilution,56,0.8486812729573394,0.0464543974132736
30,simulated,0.5400478515361011,0.0129584424259876,0.5833333333333334,dilution,56,0.8486812729573394,0.0464543974132736
30,simulated,0.7571762347583353,0.0283737136352132,1.0,dilution,56,0.8486812729573394,0.0464543974132736
50,simulated,0.0,7.606888830919349e-06,0.0,dilution,84,0.9180962319475332,0.0579200471408034
50,simulated,0.0321270024934542,0.0,0.0833333333333333,dilution,84,0.9180962319475332,0.0579200471408034
50,simulated,0.0476524027484745,0.0002085605415531,0.0833333333333333,dilution,84,0.9180962319475332,0.0579200471408034
50,simulated,0.1218493737346759,0.0007434788217073,0.0,dilution,84,0.9180962319475332,0.0579200471408034
50,simulated,0.2547179154520585,0.0032753309305315,0.1666666666666666,dilution,84,0.9180962319475332,0.0579200471408034
50,simulated,0.2861297717819832,0.0044902770258222,0.1666666666666666,dilution,84,0.9180962319475332,0.0579200471408034
50,simulated,0.2938924719094933,0.0058754189860591,0.1666666666666666,dilution,84,0.9180962319475332,0.0579200471408034
50,simulated,0.3016551720370034,0.005545403506205,0.3333333333333333,dilution,84,0.9180962319475332,0.0579200471408034
50,simulated,0.3950482774470477,0.0094864961691568,0.4166666666666667,dilution,84,0.9180962319475332,0.0579200471408034
50,simulated,0.4620642493488858,0.0122677897066827,0.5,dilution,84,0.9180962319475332,0.0579200471408034
50,simulated,0.4672393827672259,0.0136828126356681,0.75,dilution,84,0.9180962319475332,0.0579200471408034
50,simulated,0.4724145161855659,0.0129350534835191,0.75,dilution,84,0.9180962319475332,0.0579200471408034
50,simulated,0.477589649603906,0.0138677159519027,0.75,dilution,84,0.9180962319475332,0.0579200471408034
50,simulated,0.5313468494533301,0.0181164289951833,0.9166666666666666,dilution,84,0.9180962319475332,0.0579200471408034
50,simulated,0.5859866301958045,0.0221434166205878,0.75,dilution,84,0.9180962319475332,0.0579200471408034
50,simulated,0.7909459839500641,0.0350016763906899,1.0,dilution,84,0.9180962319475332,0.0579200471408034
80,simulated,0.0,0.0,0.1666666666666666,dilution,122,0.9487187545662203,0.0604505973983713
80,simulated,0.1784231682127493,0.0014030241703991,0.1666666666666666,dilution,122,0.9487187545662203,0.0604505973983713
80,simulated,0.1828336355777924,0.0025660267397519,0.3333333333333333,dilution,122,0.9487187545662203,0.0604505973983713
80,simulated,0.1872441029428354,0.0021230867303884,0.25,dilution,122,0.9487187545662203,0.0604505973983713
80,simulated,0.1916545703078785,0.0025897234224215,0.0833333333333333,dilution,122,0.9487187545662203,0.0604505973983713
80,simulated,0.2335711051105358,0.0056600139171303,0.1666666666666666,dilution,122,0.9487187545662203,0.0604505973983713
80,simulated,0.3134723627237576,0.0047718018888432,0.0833333333333333,dilution,122,0.9487187545662203,0.0604505973983713
80,simulated,0.3267037648188868,0.0058568973024757,0.5833333333333334,dilution,122,0.9487187545662203,0.0604505973983713
80,simulated,0.3336271728919195,0.0075468631583126,0.6666666666666666,dilution,122,0.9487187545662203,0.0604505973983713
80,simulated,0.3402428739394841,0.0077049345007904,0.4166666666666667,dilution,122,0.9487187545662203,0.0604505973983713
80,simulated,0.4135284305051414,0.0118166684925697,0.5,dilution,122,0.9487187545662203,0.0604505973983713
80,simulated,0.420144131552706,0.0117567537338333,0.5833333333333334,dilution,122,0.9487187545662203,0.0604505973983713
80,simulated,0.4267598326002706,0.0104098095184348,0.5,dilution,122,0.9487187545662203,0.0604505973983713
80,simulated,0.5000453891659279,0.0140545288130583,0.3333333333333333,dilution,122,0.9487187545662203,0.0604505973983713
80,simulated,0.5066610902134925,0.015296359799396,0.6666666666666666,dilution,122,0.9487187545662203,0.0604505973983713
80,simulated,0.6773359203398098,0.0296669677685903,1.0,dilution,122,0.9487187545662203,0.0604505973983713
